Name	Link	Longitude	Latitude	Company	Funder	Incubator/accelerator	University/RTO	Sector 1	Sector 2	Sector 3	Sector 4	Sector 5	Sector 6	Sector 7	Sector 8	Sector 9	Sector 10	Sector 11
Dawn Capital	dawncapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxford Capital Partners	oxcp.com	-1.25785	51.752013	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Permira Debt Managers	permiradebtmanagers.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Herald Ventures	heralduk.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MerianChrysalis	merian.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cambridge Capital Group	cambridgecapitalgroup.co.uk	0.123582	52.203482	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Insurtech Gateway	insurtechgateway.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Augmentum Fintech	augmentum.vc	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Capability and Innovation Fund	bcr-ltd.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Firestartr	firestartr.co	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Falcon Capital	falcon-capital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Alta Berkeley Venture Partners	altaberkeley.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Catapult Ventures	catapult-ventures.com	-1.133079	52.63614	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pretiosum Ventures	pretiosum.vc	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Cambridge Angels group	cambridgeangels.com	0.123582	52.203482	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SBRI Healthcare	sbrihealthcare.co.uk	0.123582	52.203482	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Phenomen Ventures	phenomenvc.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Downing Ventures	downing.co.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Charlotte Street Capital	charlottestreetcapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Samos Investments	samos.vc	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Gresham House Ventures	greshamhouseventures.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
The Royal Bank of Scotland	business.rbs.co.uk	-3.188374	55.953346	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Arts Alliance	artsalliance.co.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OGCI Climate Investments	oilandgasclimateinitiative.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fidelity International	fidelityinternational.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Midven	midven.com	-1.894053	52.47754	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Hangar 51	hangar51.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RebelBio	rebelbio.co	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Development Bank of Wales	developmentbank.wales	-3.179193	51.481655	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NBGI Ventures	nbgipe.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Enso Ventures	ensoventures.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Kindred Capital	kindredcapital.vc	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CDC Group	cdcgroup.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Velo Partners	velopartners.co.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Amadeus Capital Partners	amadeuscapital.com	0.123582	52.203482	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Foresight Group	foresightgroup.eu	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LVL1 Group	lvl1group.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
MTI	mtiventures.com	0.324759	50.889426	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Touchstone Innovations	touchstoneinnovations.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Kingsway Capital	kingswaycap.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Old College Capital	oldcollegecapital.com	-3.188374	55.953346	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Kennet Partners	kennet.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IP Group Plc	ipgroupplc.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Craigie Capital	craigiecapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Stride.VC	stride.vc	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Initial Capital	initialcapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
EC1 Capital	ec1capital.com	-0.180109	51.110344	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Sussex Place Ventures	spventures.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Octopus Ventures	octopusventures.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Walking Ventures	walking.vc	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Social Tech Trust	socialtechtrust.org	-1.25785	51.752013	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WebStart Bristol	webstartbristol.com	-2.597299	51.453802	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Pitch@Palace	pitchatpalace.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
University of Cambridge Enterprise	enterprise.cam.ac.uk	0.123582	52.203482	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Haatch	haatch.com	-0.480436	52.652055	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NJF Capital	njfcapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AI Seed	aiseed.co	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Collider	collider.io	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Columbia Lake Partners	clpgrowth.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Balderton Capital	balderton.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Artemis	artemisonline.co.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fair By Design Fund	fairbydesignfund.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Playfair Capital	playfaircapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Wheatsheaf Group	wheatsheafgroup.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Talis Capital	taliscapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Giant Ventures	giant.vc	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TRICAPITAL	tricapital.co.uk	-2.719968	55.597594	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
R/GA IoT Venture Studio UK	rgaiot.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Clydesdale Bank	secure.cbonline.co.uk	-4.250167	55.861139	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
m8 Capital	m8capital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
C5 Capital	c5capital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Serious Change	seriouschange.org.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Inventages Venture Capital Investment Inc.	inventages.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Angel Academe	angelacademe.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ECI Partners	ecipartners.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Entrepreneur First	joinef.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Livingbridge	livingbridge.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Guinness Asset Management	guinnessfunds.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Northzone	northzone.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Angel Investment Network	angelinvestmentnetwork.co.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
WestBridge Capital	westbridgecapital.co.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
CyLon	cylonlab.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Frontline Ventures	frontline.vc	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Merseyside Special Investment Fund	msif.co.uk	-2.991665	53.407154	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Syncona Partners LLP	synconaltd.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
IQ Capital	iqcapital.vc	0.123582	52.203482	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Start Capital	start-capital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TTP Ventures	ttpventures.com	0.018662	52.081722	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
UK Research and Innovation	ukri.org	-1.785685	51.561368	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Co-FundNI	cofundni.com	-5.930276	54.596441	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Ahren Innovation Capital	ahreninnovationcapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Schroder Ventures	schroders.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LDC	ldc.co.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Tech Nation Fintech	technation.io	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
TLcom Capital Partners	tlcomcapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Winton Ventures	winton.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Eight Roads Ventures	eightroads.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Bloc Ventures	blocventures.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Smedvig Capital	smedvigcapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Northstar Ventures	northstarventures.co.uk	-1.613157	54.973847	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Saffron Hill Ventures	saffronhill.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
University of Oxford	ox.ac.uk	-1.25785	51.752013	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Vision Capital	visioncapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Beacon Capital LLP	beaconcapital.co.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
European Bank for Reconstruction and Development	ebrd.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LGT Lightstone	lgtlightstone.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Wellcome Trust	wellcome.ac.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
83North	83north.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Legal & General	legalandgeneral.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Calculus Capital	calculuscapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Chivas Venture	chivas.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Data Pitch	datapitch.eu	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
BOOST&Co	boostandco.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Worth Capital	worthcapital.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RLC Ventures	rlc.ventures	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Passion Capital	passioncapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Perscitus LLP	perscitusllp.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Renaissance Capital Partners	rcpinvest.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Scottish Enterprise	scottish-enterprise.com	-4.250167	55.861139	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Praetura Ventures	praeturaventures.com	-2.245115	53.479489	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
RElab	relab.tech	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Anglia Capital Group	angliacapitalgroup.co.uk	1.29227	52.628606	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Parkwalk Advisors	parkwalkadvisors.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Public	public.io	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
LocalGlobe	localglobe.vc	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Fusion IP	fusionip.co.uk	-1.470228	53.380663	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Phase4 Ventures	phase4ventures.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Braveheart Investment Group	braveheartgroup.co.uk	-1.526413	53.542939	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Firstminute Capital	firstminute.capital	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Triple Point Ventures	triplepoint.co.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Invest Northern Ireland	investni.com	-5.930276	54.596441	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Newable Private Investing	newable.co.uk	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Connect Ventures	connectventures.co	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Spark Ventures	sparkventures.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Frog Capital	frogcapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Notion	notion.vc	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Wild Blue Cohort	wildbluekc.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxford Sciences Innovation	oxfordsciencesinnovation.com	-1.25785	51.752013	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Virgin Group	virgin.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Mosaic Ventures	mosaicventures.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
SFC Capital	sfccapital.com	-0.127647	51.507322	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
